,index,component,part,timestamp,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,erroneous
213977,213977,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213978,213978,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213979,213979,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213980,213980,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213981,213981,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213982,213982,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213983,213983,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213984,213984,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
213985,213985,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
213986,213986,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
213987,213987,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
213988,213988,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
213989,213989,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
213990,213990,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
213991,213991,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
213992,213992,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
213993,213993,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
213994,213994,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
213995,213995,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
213996,213996,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213997,213997,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213998,213998,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
213999,213999,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214000,214000,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214001,214001,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214002,214002,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214003,214003,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214004,214004,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214005,214005,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214006,214006,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214007,214007,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214008,214008,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214009,214009,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214010,214010,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214011,214011,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214012,214012,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214013,214013,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214014,214014,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214015,214015,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214016,214016,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214017,214017,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214018,214018,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214019,214019,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214020,214020,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214021,214021,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214022,214022,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214023,214023,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214024,214024,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214025,214025,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214026,214026,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214027,214027,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214028,214028,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214029,214029,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214030,214030,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214031,214031,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214032,214032,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214033,214033,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214034,214034,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214035,214035,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214036,214036,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214037,214037,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214038,214038,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214039,214039,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214040,214040,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214041,214041,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214042,214042,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214043,214043,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214044,214044,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214045,214045,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214046,214046,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214047,214047,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214048,214048,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214049,214049,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214050,214050,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214051,214051,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214052,214052,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214053,214053,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214054,214054,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214055,214055,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214056,214056,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214057,214057,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214058,214058,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214059,214059,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214060,214060,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214061,214061,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214062,214062,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214063,214063,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214064,214064,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214065,214065,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214066,214066,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214067,214067,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214068,214068,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214069,214069,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214070,214070,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214071,214071,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214072,214072,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214073,214073,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214074,214074,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214075,214075,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214076,214076,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214077,214077,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214078,214078,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214079,214079,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214080,214080,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214081,214081,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214082,214082,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214083,214083,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214084,214084,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214085,214085,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214086,214086,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214087,214087,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214088,214088,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214089,214089,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214090,214090,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214091,214091,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214092,214092,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214093,214093,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214094,214094,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214095,214095,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214096,214096,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214097,214097,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214098,214098,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214099,214099,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214100,214100,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214101,214101,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214102,214102,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214103,214103,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214104,214104,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214105,214105,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214106,214106,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214107,214107,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214108,214108,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214109,214109,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214110,214110,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214111,214111,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214112,214112,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214113,214113,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214114,214114,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214115,214115,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214116,214116,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214117,214117,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214118,214118,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214119,214119,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214120,214120,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214121,214121,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214122,214122,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214123,214123,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214124,214124,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214125,214125,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214126,214126,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214127,214127,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214128,214128,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214129,214129,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214130,214130,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214131,214131,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214132,214132,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214133,214133,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214134,214134,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214135,214135,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214136,214136,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214137,214137,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214138,214138,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214139,214139,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214140,214140,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214141,214141,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214142,214142,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214143,214143,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214144,214144,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214145,214145,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214146,214146,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214147,214147,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214148,214148,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214149,214149,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214150,214150,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214151,214151,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1298296544268926
214152,214152,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214153,214153,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214154,214154,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214155,214155,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214156,214156,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214157,214157,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214158,214158,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214159,214159,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214160,214160,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214161,214161,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214162,214162,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214163,214163,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.0
214164,214164,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214165,214165,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214166,214166,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214167,214167,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214168,214168,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214169,214169,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.0
214170,214170,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214171,214171,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214172,214172,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214173,214173,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214174,214174,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214175,214175,5.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214176,214176,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214177,214177,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214178,214178,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214179,214179,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214180,214180,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214181,214181,5.0,3.0,1.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214182,214182,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214183,214183,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214184,214184,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214185,214185,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214186,214186,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214187,214187,7.0,3.0,1.0,1.0,0.0,0.0,0.0,199.0,73.0,0.0
214188,214188,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214189,214189,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214190,214190,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214191,214191,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214192,214192,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214193,214193,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214194,214194,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214195,214195,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214196,214196,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214197,214197,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214198,214198,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214199,214199,5.0,2.0,2.0,0.0,0.0,0.0,0.0,199.0,73.0,0.1784860557768924
214200,214200,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.1784860557768924
214201,214201,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.1784860557768924
214202,214202,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.1784860557768924
214203,214203,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.1784860557768924
214204,214204,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.1784860557768924
214205,214205,5.0,1.0,2.0,0.0,0.0,0.0,0.0,199.0,149.0,0.1784860557768924
214206,214206,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214207,214207,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214208,214208,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214209,214209,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214210,214210,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214211,214211,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214212,214212,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214213,214213,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214214,214214,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214215,214215,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214216,214216,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214217,214217,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214218,214218,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214219,214219,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214220,214220,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214221,214221,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214222,214222,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214223,214223,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214224,214224,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214225,214225,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214226,214226,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214227,214227,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214228,214228,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214229,214229,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214230,214230,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214231,214231,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214232,214232,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214233,214233,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214234,214234,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214235,214235,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214236,214236,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214237,214237,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214238,214238,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214239,214239,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214240,214240,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214241,214241,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214242,214242,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214243,214243,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214244,214244,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214245,214245,11.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214246,214246,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214247,214247,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214248,214248,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214249,214249,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214250,214250,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214251,214251,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214252,214252,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214253,214253,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214254,214254,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214255,214255,5.0,1.0,3.0,0.0,0.0,0.0,0.0,-175.0,86.0,0.0
214256,214256,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214257,214257,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214258,214258,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214259,214259,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214260,214260,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214261,214261,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214262,214262,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214263,214263,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214264,214264,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214265,214265,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214266,214266,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214267,214267,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214268,214268,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214269,214269,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214270,214270,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214271,214271,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214272,214272,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
214273,214273,5.0,4.0,2.0,0.0,0.0,0.0,0.0,-175.0,22.0,0.0
